ID DGE;Nombre Playa o ZBM;Municipio;Isla;Provincia;Grado de Protección;Afluencia maxima anual;Riesgo;Playa o ZBM;Bandera azul;Acceso PMR;Ducha adaptada;Aseo adaptado;Baño asistido;Sombra PMR;Aparcamientos;Aseo;Lavapies;Duchas;Alquiler de sombrillas;Alquiler de hamacas;Alquiler nautico;Area Infantil;Area Deportiva;Longitud (m);Anchura (m);Composición;Color;Condiciones de baño;Condiciones de entorno;Condiciones de acceso;Carga poblacional;Latitud (º);Longitud (º);Fecha de última actualización
321081800;Tiritaña;Mogán;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"86";"12";Arena;Oscura;Oleaje moderado;Aislada;A pie fácil / Barco;55248;"27°48'26.95867187""N";"15°44'44.29966159""W";7/12/2023
321081900;Taurito;Mogán;Gran Canaria;Las Palmas;Alto;Alta;Medio;Playa;No;Si;null;null;null;null;Si;Si;Si;No;Si;Si;Si;No;No;"160";"72";Callaos / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;55248;"27°48'52.00882545""N";"15°45'11.02610201""W";7/12/2023
321082000;Playa de La Puntilla;Mogán;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"211";"16";Callaos;;;Semiurbana;;55248;"27°49'02.41405193""N";"15°45'42.41595948""W";7/12/2023
321082100;Mogán;Mogán;Gran Canaria;Las Palmas;Alto;Alta;Bajo;Playa;No;Si;null;null;null;null;Si;Si;Si;No;Si;Si;Si;Si;No;"209";"35";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;55248;"27°49'05.60054787""N";"15°45'49.45868494""W";7/12/2023
321082200;Perchel;Mogán;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"130";"25";Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Barco;55248;"27°49'49.65617616""N";"15°46'45.37598702""W";7/12/2023
321082300;Veneguera;Mogán;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"370";"35";Callaos / Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie fácil / Coche / Barco;55248;"27°50'47.79258796""N";"15°47'29.28160630""W";7/12/2023
321082400;Playa de la Cantera;Mogán;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"220";"17";Callaos / Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie fácil;55248;"27°51'03.56325031""N";"15°47'43.45582681""W";7/12/2023
321082500;Playa de La Camellita;Mogán;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"257";"30";Roca;;;Semiurbana;;55248;"27°51'11.21374173""N";"15°47'49.40793469""W";7/12/2023
321096100;Los Secos;Mogán;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"260";"25";Grava / Arena;Oscura;Aguas tranquilas;Aislada;Barco;55248;"27°51'28.25128270""N";"15°47'55.46984021""W";7/12/2023
322084100;La Bajilla;Moya;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"90";"15";Roca / Callaos / Grava;;Oleaje fuerte;Aislada;A pie fácil / Coche;7872;"28°08'48.98262201""N";"15°35'12.33665019""W";7/12/2023
322084200;Piscina Natural Charco de San Lorenzo;Moya;Gran Canaria;Las Palmas;Alto;Alta;Bajo;ZBM;No;No;No;No;No;No;Si;Si;No;Si;No;No;No;No;No;"120";"8";Roca / Gravas;;Aguas tranquilas;Semiurbana;A pie fácil / Coche;7872;"28°08'39.87877291""N";"15°34'38.57822366""W";7/12/2023
322084300;El Roque;Moya;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"315";"25";Callaos;;Oleaje fuerte;Aislada;A pie fácil / Coche;7872;"28°08'37.30072239""N";"15°34'30.40648950""W";7/12/2023
322084400;Varadero;Moya;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"410";"7";Callaos;;Oleaje fuerte;Semiurbana;A pie fácil;7872;"28°08'40.90093972""N";"15°34'19.48284000""W";7/12/2023
322084500;Piscina Natural El Altillo;Moya;Gran Canaria;Las Palmas;Moderado;Media;Bajo;ZBM;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"30";"40";Roca / Callaos;;Aguas tranquilas;Urbana;A pie fácil;7872;"28°08'46.22011316""N";"15°33'55.84234916""W";7/12/2023
322084600;La Caleta;Moya;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"480";"15";Callaos;;Oleaje fuerte;Semiurbana;A pie fácil / Coche;7872;"28°08'44.11406464""N";"15°33'43.11219929""W";7/12/2023
322084700;Costa Lairaga;Moya;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"905";"15";Callaos;;Oleaje fuerte;Aislada;A pie fácil / Coche;7872;"28°08'41.66491239""N";"15°34'56.56475435""W";7/12/2023
322084800;Zona Playa El Altillo Este-Oeste  de la piscina del Altillo;Moya;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"195";"6";Roca / Callaos;;Oleaje fuerte;Urbana;A pie fácil / Coche;7872;"28°08'44.18967154""N";"15°33'52.10792921""W";7/12/2023
323086100;Playa de Los Muellitos;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Moderado;Media;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"70";"40";Callaos / Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil / Coche;384122;"28°07'51.39490271""N";"15°26'58.82548452""W";7/12/2023
323086201;Las Canteras Sector 1 - La Puntilla;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Alto;Alta;Medio;Playa;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;"405";"50";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'48.54213355""N";"15°25'50.91692416""W";7/12/2023
323086202;Las Canteras Sector 2 - San José;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Alto;Alta;Medio;Playa;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;"453";"50";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'37.62482382""N";"15°25'57.96230816""W";7/12/2023
323086203;Las Canteras Sector 3 - Muro Marrero;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Alto;Alta;Medio;Playa;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;"416";"50";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'30.69029961""N";"15°26'05.38658954""W";7/12/2023
323086204;Las Canteras Sector 4 - Peña la Vieja;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;"428";"50";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'13.53709594""N";"15°26'16.64511641""W";7/12/2023
323086205;Las Canteras Sector 5 - Churruca;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;"444";"50";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°08'05.37989463""N";"15°26'27.58249830""W";7/12/2023
323086206;Las Canteras Sector 6 - La Cicer;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;"425";"50";Arena;Oscura;Oleaje moderado;Urbana;A pie fácil / Coche;384122;"28°07'55.98586189""N";"15°26'38.03848793""W";7/12/2023
323086207;Las Canteras Sector 7 - Auditorio;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;Si;Si;null;null;null;null;No;No;No;Si;No;No;No;No;No;"361";"50";Arena;Dorada;Oleaje moderado;Urbana;A pie fácil / Coche;384122;"28°07'50.12518954""N";"15°26'50.41380879""W";7/12/2023
323086300;Playa de El Confital;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"180";"25";Roca / Arena;Dorada;Oleaje fuerte;Aislada;A pie fácil / Coche;384122;"28°09'31.89821780""N";"15°26'08.07444180""W";7/12/2023
323086400;Playa de las Alcaravaneras;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Moderado;Media;Bajo;Playa;No;Si;Si;null;null;null;No;No;No;Si;No;No;No;No;No;"550";"85";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°07'50.62304237""N";"15°25'44.76265512""W";7/12/2023
323086500;Playa de San Cristóbal;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;null;;;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"950";"28";Callaos;;Oleaje moderado;Urbana;A pie fácil / Coche;384122;"28°04'38.14857261""N";"15°24'51.93079555""W";7/12/2023
323086600;Playa de La Puntilla;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Moderado;Media;Bajo;Playa;null;No;null;null;null;null;null;null;null;null;null;null;null;null;null;"30";"20";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;384122;"28°04'33.25988867""N";"15°24'52.00001383""W";7/12/2023
323086700;Piscinas Naturales de La Laja;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Moderado;Media;Bajo;ZBM;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;;;;;;;;384122;"28°03'48.76690481""N";"15°25'07.96711709""W";7/12/2023
323086800;Playa de La Laja;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"1200";"30";Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil / Coche;384122;"28°03'28.23099354""N";"15°25'07.53637404""W";7/12/2023
323086900;Playa De Jinámar - Bocabarranco;Las Palmas de Gran Canaria;Gran Canaria;Las Palmas;null;;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"260";"10";Arena;Oscura;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;384122;"28°01'54.01129377""N";"15°23'47.53574332""W";7/12/2023
324090100;Playa de Los Tártagos;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"1700";"20";Callaos;;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;106894;"27°48'00.16062937""N";"15°26'24.47365249""W";7/12/2023
324090200;Playa de Las Casillas;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"567";"36";Callaos;;;Mixto;;106894;"27°47'53.93353598""N";"15°27'23.41672725""W";7/12/2023
324090300;Piscinas naturales del Castillo del Romeral;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;ZBM;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"329";"9";Cemento;;;Urbana;;106894;"27°47'52.89258193""N";"15°27'35.29998629""W";7/12/2023
324090400;Playa Corral de Espìno;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"1450";"20";Callaos / Grava;;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;106894;"27°47'36.52849120""N";"15°28'31.80632177""W";7/12/2023
324090500;Playa de La Tabaibita;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"868";"29";Callaos;;;Aislada;;106894;"27°47'37.84477291""N";"15°28'48.04801623""W";7/12/2023
324090600;Playa El Cardón;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"1500";"27";Callaos / Grava;;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;106894;"27°47'26.85840600""N";"15°29'29.58981485""W";7/12/2023
324090700;Playa del Morrete;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"367";"16";Callaos;;;Aislada;;106894;"27°47'18.27509506""N";"15°29'50.49558740""W";7/12/2023
324090800;Playa de Tarajalillo;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"2240";"30";Callaos / Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;106894;"27°46'57.99892975""N";"15°30'17.22583797""W";7/12/2023
324090900;Playa de Bahía Felíz;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"206";"10";Callaos / Grava;;;Urbana;A pie fácil / Coche;106894;"27°46'45.40168080""N";"15°31'22.88688832""W";7/12/2023
324091000;Playa El Águila;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"430";"40";Callaos / Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;106894;"27°46'38.54175109""N";"15°31'36.48075803""W";7/12/2023
324091100;Playa El Pirata;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"170";"30";Arena;Oscura;Oleaje moderado;Semiurbana;A pie fácil;106894;"27°46'20.68378860""N";"15°31'58.85309573""W";7/12/2023
324091200;Playa de San Agustín;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Alto;Alta;Alto;Playa;Si;Si;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"670";"70";Arena;Dorada;Oleaje moderado / Ventosa;Urbana;A pie fácil / Coche;106894;"27°46'09.44202249""N";"15°32'27.18526822""W";7/12/2023
324091300;Playa de Las Burras;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Alto;Alta;Alto;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"300";"110";Arena;Dorada;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;106894;"27°45'59.48152784""N";"15°33'04.53462234""W";7/12/2023
324091400;Playa de las Burras Chicas;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;null;null;Medio;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"694";"39";Arena;;;Mixto;;106894;"27°45'55.03550879""N";"15°33'13.65596423""W";7/12/2023
324091500;Playa del Cochino;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Alto;Alta;Alto;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"250";"20";Arena;Dorada;Aguas tranquilas;Semiurbana;A pie fácil / Coche;106894;"27°45'46.70715452""N";"15°33'34.89216844""W";7/12/2023
324091600;Playa del Inglés;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Alto;Alta;Alto;Playa;Si;Si;null;null;null;null;Si;No;Si;Si;No;No;No;No;No;"2700";"50";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;106894;"27°44'37.55815739""N";"15°34'08.09863813""W";7/12/2023
324091700;Playa de Maspalomas;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Alto;Alta;Alto;Playa;Si;Si;null;null;null;null;No;No;Si;Si;No;No;No;No;No;"2710";"75";Arena;Dorada;Aguas tranquilas;Semiurbana;A pie fácil / Coche;106894;"27°44'09.65339375""N";"15°35'03.68395895""W";7/12/2023
324091800;Playa El Faro;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"320";"39";Callaos / Grava;;Oleaje moderado;Urbana;A pie fácil;106894;"27°44'11.25711800""N";"15°36'08.71894301""W";7/12/2023
324091900;Playa de Pedrazo;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"273";"6";Callaos;;;Urbana;;106894;"27°44'18.24541925""N";"15°36'17.47835345""W";7/12/2023
324092000;Playa de Las Mujeres;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"520";"25";Callaos / Grava / Arena;Oscura;Oleaje moderado;Urbana;A pie fácil;106894;"27°44'32.44643726""N";"15°36'32.46769347""W";7/12/2023
324092100;Playa de Las Meloneras;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;Si;Si;null;null;null;null;No;No;Si;No;No;No;No;No;No;"283";"68";Callaos / Grava / Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;106894;"27°44'42.81828451""N";"15°36'43.69652882""W";7/12/2023
324092200;Playa Pasito Blanco;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Alto;Alta;Alto;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"203";"76";Arena;Oscura;Aguas tranquilas;Semiurbana;A pie fácil;106894;"27°44'56.66148423""N";"15°37'14.32957328""W";7/12/2023
324092300;Playa de Pasito Bea;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"158";"89";Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;106894;"27°44'55.38209989""N";"15°38'04.31788819""W";7/12/2023
324092400;Playa de Montaña Arena;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"250";"60";Arena;Oscura;Oleaje moderado;Aislada;A pie fácil;106894;"27°45'02.82491600""N";"15°38'19.10794418""W";7/12/2023
324092500;Playa de Las Carpinteras;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Moderado;Media;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"181";"13";Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Coche;106894;"27°45'03.87233758""N";"15°38'35.18520723""W";7/12/2023
324092600;Playa Cueva del Caldero;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"102";"18";Roca / Callaos / Grava;;;Aislada;;106894;"27°45'04.03075047""N";"15°38'40.03472933""W";7/12/2023
324092700;Playa Triana;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"574";"30";Callaos / Grava / Arena;Oscura;Oleaje moderado;Aislada;A pie fácil / Coche;106894;"27°45'16.26854209""N";"15°39'04.40979235""W";7/12/2023
324092800;Playa Los Bigotes;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"75";"18";Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil;106894;"27°45'19.72973979""N";"15°39'13.84963002""W";7/12/2023
324092900;Playa del Llanillo;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"290";"38";Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Coche;106894;"27°45'24.59159950""N";"15°39'34.92162085""W";7/12/2023
324093000;Playa Lomo Galeón;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"32";"24";Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Barco;106894;"27°45'20.69447641""N";"15°39'55.37490644""W";7/12/2023
324093100;Playa de Molina;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"197";"10";Callaos / Grava;;Oleaje moderado;Aislada;A pie fácil / Barco;106894;"27°45'19.21945017""N";"15°40'04.18177506""W";7/12/2023
324093200;Playa Santa Agueda;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"218";"58";Arena;Oscura;Aguas tranquilas;Urbana;A pie fácil / Coche / Barco;106894;"27°45'13.33120498""N";"15°40'15.80567594""W";7/12/2023
324093300;Playa de El Parchel;San Bartolomé de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;Bajo;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"357";"18";Callaos / Grava;;Oleaje fuerte;Urbana;A pie fácil / Coche;106894;"27°45'07.06717847""N";"15°40'31.97733014""W";7/12/2023
325096100;Playa de Los Secos;La Aldea de San Nicolás;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"260";"25";Grava / Arena;Oscura;Aguas tranquilas;Aislada;Barco;entre 5.000 y 20.000;"27°51'34.00371806""N";"15°47'57.67271848""W";7/12/2023
325096200;Playa del Ámbar;La Aldea de San Nicolás;Gran Canaria;Las Palmas;null;null;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"356";"19";Callaos;;;Aislada;;entre 5.000 y 20.000;"27°51'54.43106265""N";"15°48'08.95877653""W";7/12/2023
325096300;Playa de Tasarte;La Aldea de San Nicolás;Gran Canaria;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"710";"23";Callaos / Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie fácil / Coche;entre 5.000 y 20.000;"27°52'12.35457809""N";"15°48'18.72857873""W";7/12/2023
325096400;Playa de Las Aneas;La Aldea de San Nicolás;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"60";"15";Callaos / Grava;;Aguas tranquilas;Aislada;A pie difícil / Barco;entre 5.000 y 20.000;"27°53'17.28689482""N";"15°48'54.75125133""W";7/12/2023
325096500;Playa del Asno;La Aldea de San Nicolás;Gran Canaria;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"465";"20";Callaos / Grava;;Oleaje moderado;Aislada;Coche;entre 5.000 y 20.000;"27°54'21.35910169""N";"15°49'40.37868302""W";7/12/2023
325096600;Playa de Guguy Grande;La Aldea de San Nicolás;Gran Canaria;Las Palmas;Moderado;Media;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"360";"25";Arena;Oscura;Oleaje moderado;Aislada;A pie difícil / Barco;entre 5.000 y 20.000;"27°56'32.78843780""N";"15°49'40.80209076""W";7/12/2023
325096700;Playa de Guguy Chico;La Aldea de San Nicolás;Gran Canaria;Las Palmas;Moderado;Media;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"350";"25";Arena;Oscura;Oleaje moderado;Aislada;A pie difícil / Barco;entre 5.000 y 20.000;"27°56'48.49803206""N";"15°49'40.01768723""W";7/12/2023
325096800;Playa Peñon Bermejo;La Aldea de San Nicolás;Gran Canaria;Las Palmas;null;null;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"668";"13";Roca;;;Aislada;;entre 5.000 y 20.000;"27°57'31.10400689""N";"15°49'52.64066581""W";7/12/2023
325096900;Playa de Las Barquillas;La Aldea de San Nicolás;Gran Canaria;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"720";"25";Callaos;;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 5.000 y 20.000;"28°00'05.62258125""N";"15°49'06.46788663""W";27/8/2024
325097000;Playa de La Caletilla;La Aldea de San Nicolás;Gran Canaria;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"30";"5";Callaos;;Oleaje moderado / Ventosa;Semiurbana;A pie fácil;entre 5.000 y 20.000;"28°00'19.03369080""N";"15°49'01.80177985""W";7/12/2023
325097100;Playa del Perchel;La Aldea de San Nicolás;Gran Canaria;Las Palmas;null;null;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"162";"8";Arena;Oscura;;Aislada;;entre 5.000 y 20.000;"28°00'33.23924420""N";"15°49'07.04106885""W";7/12/2023
327100100;Pozo Izquierdo;Santa Lucía de Tirajana;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"1280";"20";Callaos / Grava / Arena;Oscura;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"27°49'14.89305811""N";"15°25'23.57370254""W";7/12/2023
328102100;Roque Prieto;Santa María de Guía de Gran Canaria;Gran Canaria;Las Palmas;Alto;Alta;;ZBM;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"40";"10";Roca;;Oleaje fuerte;Aislada;A pie fácil / Coche;entre 5.000 y 20.000;"28°10'09.76238169""N";"15°38'07.29921929""W";7/12/2023
328102200;Punta del Angosto;Santa María de Guía de Gran Canaria;Gran Canaria;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"175";"20";Callaos;;Oleaje fuerte;Aislada;A pie difícil;entre 5.000 y 20.000;"28°08'47.93683495""N";"15°36'15.00879394""W";7/12/2023
